method	protein_id	analysis_status	null_type	metric	permutation	null_value
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1126	0.14230769230769233
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1127	-0.27894736842105267
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1128	-0.10384615384615385
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1129	-0.01437246963562753
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1130	-0.1821862348178138
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1131	0.10688259109311742
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1132	-0.035627530364372474
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1133	0.1465587044534413
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1134	0.09939271255060729
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1135	0.1222672064777328
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1136	-0.041700404858299595
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1137	-0.010526315789473684
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1138	-0.18097165991902836
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1139	0.11295546558704454
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1140	-0.06315789473684211
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1141	0.09716599190283401
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1142	-0.22388663967611339
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1143	-0.22631578947368422
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1144	0.1311740890688259
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1145	0.35607287449392716
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1146	0.07550607287449394
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1147	-0.2908906882591093
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1148	0.028340080971659923
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1149	0.3593117408906883
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1150	0.029352226720647776
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1151	-0.07874493927125506
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1152	-0.16578947368421054
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1153	0.10364372469635627
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1154	0.05931174089068827
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1155	0.15445344129554656
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1156	0.1453441295546559
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1157	-0.1763157894736842
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1158	0.5487854251012146
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1159	-0.11923076923076925
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1160	-0.5101214574898786
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1161	0.1848178137651822
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1162	0.16558704453441295
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1163	-0.45
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1164	0.15951417004048585
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1165	-0.20020242914979758
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1166	0.3647773279352227
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1167	0.24635627530364373
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1168	0.07975708502024292
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1169	0.027732793522267207
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1170	-0.11639676113360324
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1171	0.18056680161943323
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1172	0.07348178137651823
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1173	0.08744939271255062
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1174	-0.04453441295546559
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1175	-0.22449392712550606
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1176	0.04230769230769231
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1177	-0.06356275303643726
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1178	0.16923076923076924
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1179	0.05242914979757085
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1180	0.16902834008097167
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1181	0.32489878542510126
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1182	0.34939271255060733
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1183	0.05809716599190284
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1184	0.04311740890688259
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1185	0.2874493927125506
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1186	0.502834008097166
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1187	0.1299595141700405
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1188	0.1091093117408907
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1189	0.11174089068825911
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1190	-0.25485829959514167
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1191	-0.205668016194332
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1192	0.0562753036437247
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1193	-0.15485829959514172
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1194	-0.39534412955465587
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1195	-0.10161943319838057
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1196	-0.17186234817813767
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1197	0.34493927125506074
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1198	0.21275303643724694
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1199	-0.2210526315789474
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1200	-0.20870445344129557
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1201	-0.11842105263157895
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1202	-0.23441295546558708
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1203	0.08502024291497977
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1204	0.23562753036437248
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1205	0.1686234817813765
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1206	-0.018421052631578946
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1207	-0.20465587044534414
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1208	0.418421052631579
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1209	0.2866396761133604
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1210	-0.2125506072874494
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1211	-0.11457489878542511
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1212	0.08623481781376519
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1213	0.06194331983805668
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1214	-0.1402834008097166
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1215	0.37672064777327935
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1216	-0.2668016194331984
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1217	0.12651821862348178
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1218	-0.3605263157894737
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1219	0.1493927125506073
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1220	-0.1876518218623482
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1221	0.12105263157894738
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1222	0.2354251012145749
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1223	0.017206477732793525
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1224	-0.0702429149797571
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1225	-0.2757085020242915
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1226	-0.4082995951417004
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1227	0.057287449392712554
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1228	-0.1439271255060729
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1229	0.011740890688259108
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1230	-0.12692307692307694
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1231	0.14352226720647773
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1232	-0.0024291497975708503
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1233	0.05344129554655871
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1234	-0.32388663967611336
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1235	-0.22995951417004049
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1236	-0.10323886639676114
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1237	0.17955465587044536
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1238	0.10101214574898786
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1239	0.2611336032388664
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1240	-0.21497975708502026
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1241	-0.05404858299595142
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1242	0.2504048582995952
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1243	-0.05344129554655871
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1244	-0.008704453441295548
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1245	0.44757085020242915
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1246	0.32064777327935223
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1247	0.09716599190283401
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1248	-0.2668016194331984
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1249	-0.15445344129554656
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1250	-0.337246963562753
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1251	-0.16680161943319838
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1252	0.23380566801619432
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1253	0.0036437246963562757
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1254	-0.20850202429149797
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1255	-0.06032388663967612
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1256	0.06194331983805668
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1257	-0.12206477732793523
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1258	-0.10870445344129555
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1259	-0.02044534412955466
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1260	0.19635627530364372
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1261	-0.158502024291498
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1262	0.16477732793522268
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1263	-0.16558704453441295
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1264	0.2809716599190284
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1265	0.2417004048582996
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1266	-0.0854251012145749
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1267	-0.244331983805668
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1268	0.052631578947368425
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1269	0.12064777327935224
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1270	0.15323886639676113
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1271	-0.2202429149797571
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1272	0.01882591093117409
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1273	0.02813765182186235
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1274	0.19635627530364372
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1275	0.027327935222672066
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1276	-0.059109311740890694
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1277	0.059109311740890694
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1278	-0.021862348178137654
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1279	0.2165991902834008
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1280	0.12105263157894738
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1281	0.15020242914979756
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1282	0.14271255060728746
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1283	-0.2
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1284	0.29777327935222675
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1285	-0.1222672064777328
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1286	-0.03704453441295547
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1287	0.12834008097165991
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1288	-0.04777327935222673
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1289	0.05242914979757085
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1290	-0.10506072874493927
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1291	-0.18603238866396762
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1292	0.13097165991902834
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1293	-0.28441295546558704
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1294	-0.13097165991902834
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1295	-0.20829959514170043
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1296	0.05748987854251012
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1297	0.3263157894736842
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1298	-0.38218623481781383
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1299	-0.2744939271255061
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1300	-0.15769230769230771
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1301	0.05526315789473685
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1302	0.17874493927125507
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1303	-0.01153846153846154
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1304	-0.02813765182186235
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1305	0.5176113360323887
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1306	0.10020242914979757
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1307	-0.0680161943319838
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1308	-0.17449392712550607
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1309	0.259919028340081
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1310	0.05890688259109312
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1311	-0.1967611336032389
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1312	0.07206477732793523
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1313	-0.17105263157894737
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1314	-0.1417004048582996
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1315	0.09170040485829961
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1316	-0.2153846153846154
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1317	0.102834008097166
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1318	0.24757085020242917
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1319	0.1257085020242915
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1320	-0.05850202429149798
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1321	-0.019433198380566803
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1322	0.10101214574898786
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1323	0.3062753036437247
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1324	0.008906882591093119
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1325	0.017408906882591096
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1326	-0.35668016194331986
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1327	0.04392712550607288
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1328	0.10951417004048583
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1329	-0.2645748987854251
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1330	-0.03906882591093117
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1331	-0.029757085020242918
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1332	0.21680161943319837
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1333	-0.0012145748987854252
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1334	0.3487854251012146
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1335	0.024493927125506073
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1336	-0.3384615384615385
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1337	-0.2716599190283401
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1338	0.27489878542510127
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1339	0.18866396761133603
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1340	0.010121457489878543
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1341	-0.10708502024291498
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1342	0.12510121457489878
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1343	-0.3334008097165992
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1344	-0.08441295546558705
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1345	0.18299595141700403
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1346	-0.0014170040485829958
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1347	0.3390688259109312
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1348	0.1340080971659919
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1349	-0.15445344129554656
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1350	0.14959514170040486
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1351	0.021862348178137654
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1352	0.09777327935222672
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1353	-0.2799595141700405
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1354	0.25323886639676113
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1355	-0.14412955465587046
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1356	-0.14959514170040486
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1357	0.02813765182186235
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1358	0.1467611336032389
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1359	-0.1382591093117409
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1360	0.01882591093117409
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1361	0.20182186234817817
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1362	-0.0880566801619433
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1363	-0.13643724696356277
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1364	-0.3317813765182186
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1365	-0.32793522267206476
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1366	-0.11497975708502024
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1367	-0.1174089068825911
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1368	-0.1376518218623482
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1369	-0.05
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1370	0.12874493927125508
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1371	-0.22834008097165992
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1372	-0.1793522267206478
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1373	-0.15789473684210525
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1374	0.021052631578947368
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1375	0.16497975708502025
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1376	0.12408906882591095
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1377	0.09170040485829961
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1378	-0.0054655870445344135
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1379	0.0305668016194332
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1380	0.045141700404858306
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1381	0.28380566801619433
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1382	-0.4255060728744939
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1383	0.10263157894736842
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1384	0.015587044534412954
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1385	0.202834008097166
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1386	0.03279352226720648
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1387	0.11012145748987855
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1388	-0.2481781376518219
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1389	-0.3661943319838057
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1390	0.021052631578947368
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1391	-0.12004048582995952
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1392	-0.32894736842105265
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1393	-0.3287449392712551
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1394	-0.2040485829959514
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1395	-0.042510121457489884
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1396	0.08623481781376519
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1397	0.32246963562753034
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1398	-0.3368421052631579
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1399	-0.07793522267206478
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1400	-0.6064777327935222
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1401	0.07834008097165993
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1402	-0.4202429149797571
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1403	0.2732793522267207
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1404	-0.07550607287449394
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1405	0.13178137651821864
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1406	-0.32085020242914986
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1407	-0.22955465587044535
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1408	0.3684210526315789
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1409	-0.10668016194331985
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1410	0.0757085020242915
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1411	0.06761133603238867
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1412	-0.010931174089068827
DeepPBS	DBP001	PRIMARY	within_position_base_label	within_residual_spearman	1413	-0.07206477732793523
